Team,Player,Goals,URL
Wazalendo Masters,Seth Juma,1,https://www.kenyahockeyunion.org/joomsport_team/wazalendo-masters/
Parkroad Badgers,Victor Juma,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Wazalendo Masters,Eric Wesonga,1,https://www.kenyahockeyunion.org/joomsport_team/wazalendo-masters/
Wazalendo,Matthew Mutiso,1,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Sliders Hockey Club,Daisy Okumu,1,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
UON Ladies,Damaris Kambua,1,https://www.kenyahockeyunion.org/joomsport_team/uon-women/
Twinkle Hockey Club,Annastacia Mwende,1,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
Twinkle Hockey Club,Diana Wekesa,1,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
Twinkle Hockey Club,Love Nanjala,1,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
Twinkle Hockey Club,Mary Wanjiku,1,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
Twinkle Hockey Club,Melvine Nekesa,1,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
Kenyatta University Men,Bradley Kiptoo,1,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-men/
Daystar University Ladies,Redempter Willy,1,https://www.kenyahockeyunion.org/joomsport_team/daystar-university-ladies/
UoN Cubs,David Mutinda,1,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
USIU – A Ladies,Natasha Nyokabi,1,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Blazers Hockey Club,Georgina Lumumba,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Marina Merae,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Maureen Okumu,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Purity Odinga,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Teresa Juma,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Mombasa Sports Club,Adaka Kilaini,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club/
Kaimosi Uni,Andrew Masiga,1,https://www.kenyahockeyunion.org/joomsport_team/kaimosi-uni/
GHF Rift Pirates Ladies,Charity Chelangat,1,https://www.kenyahockeyunion.org/joomsport_team/ghf-rift-pirates-ladies/
Blazers Hockey Club,Terry Juma,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Black Tigresses,Collette Wairati,1,https://www.kenyahockeyunion.org/joomsport_team/black-tigresses/
USIU – A Ladies,Brandy Wakhisi,1,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Grace Makoha,1,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Black Tigresses,Grace Aluoch,1,https://www.kenyahockeyunion.org/joomsport_team/black-tigresses/
Black Tigresses,Jeniffer Aloo,1,https://www.kenyahockeyunion.org/joomsport_team/black-tigresses/
UoN Cubs,Seith Kukubo,1,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
UoN Cubs,Stephen Kasanga,1,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
Mombasa West,Antony Wamalwa,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-west/
Mombasa West,Chrispine Otieno,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-west/
Mombasa West,Emmanuel Thoya,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-west/
Kaimosi Uni,Wesley Kiboi,1,https://www.kenyahockeyunion.org/joomsport_team/kaimosi-uni/
GHF Rift Pirates Ladies,Damaris Khavai,1,https://www.kenyahockeyunion.org/joomsport_team/ghf-rift-pirates-ladies/
GHF Rift Pirates Ladies,Linda Chebor,1,https://www.kenyahockeyunion.org/joomsport_team/ghf-rift-pirates-ladies/
Western Jaguars,Andrian Wamukaya,1,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Calistus Muyale,1,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Charles Otieno,1,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Collins Juma,1,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Sikh Union Nairobi,Cliffe Omari,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Fofana Mohammed,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
JKUAT Ladies,Kyalo Kamanthe,1,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
Sliders Hockey Club,Miriam Kaibei Chelangat,1,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Swans Hockey Club,Valentine Akinyi,1,https://www.kenyahockeyunion.org/joomsport_team/swans-hockey-club/
Sliders Hockey Club,Jane Wanja,1,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Sikh Union Nairobi,Havrir Chataurhae Singh,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,James Muthii Mwangi,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Lawrence Okongo,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Manpreet singh kalsi,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Mombasa Sports Club Ladies,Dorah Jokeyo,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club-women/
Mombasa Sports Club Ladies,MaryGeorgeen Simiyu,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club-women/
Mombasa Sports Club Ladies,Mercy Cheptoo,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club-women/
Mombasa Sports Club Ladies,Yvonne Chemtai,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club-women/
Lakers Hockey Club,Joan Ngiye,1,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Kenyatta University Ladies,Joela Tanui,1,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Sliders Hockey Club,Nancy Kibogong,1,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Strathmore University Ladies,Rebecca Nasambu,1,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university-women/
Lakers Hockey Club,Maurine Owiti,1,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Parkroad Tigers,Gordon Oduor,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-tigers/
Parkroad Tigers,Joseph Ombogo,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-tigers/
Parkroad Tigers,Miller Mbithi,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-tigers/
Greensharks,Samuel Namonyo,1,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Greensharks,Trevor Kwarula,1,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Kenya Police,Oliver Echenge,1,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Kisumu Youngsters,Moses Isigi Ooga,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-youngsters/
Kenya Police,Derrick Jabali,1,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Mvita XI,Samuel Nandwa,1,https://www.kenyahockeyunion.org/joomsport_team/mvita-xi/
Kenya Police,Joe Oburu,1,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Amira Sailors Hockey Club,Dominic Kremer,1,https://www.kenyahockeyunion.org/joomsport_team/amira-sailors-hockey-club/
Amira Sailors Hockey Club,Elsie Jemutai,1,https://www.kenyahockeyunion.org/joomsport_team/amira-sailors-hockey-club/
Greensharks,Adan Salat,1,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
USIU – A,Joseph Baraka,1,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Kisumu Youngsters,Ketane Okoth,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-youngsters/
Parklands Sports Club,Eugene Odero Sakwa,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Parklands Sports Club,Hillary Otieno,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Parklands Sports Club,Moses Omamu,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Parklands Sports Club,Valentine Keya,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Parklands Sports Club,Wycliffe Wangila Wanyonyi,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Kenya Police,Govan Mbeki,1,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Multimedia University,Silima Ian,1,https://www.kenyahockeyunion.org/joomsport_team/multimedia-university/
JKUAT Ladies,Neema Vivian,1,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Tabitha Njeri,1,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
Warriors,Paul Omariba,1,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Sikh Union Nairobi,Ammon Esese,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Warriors,Constant Wakhura,1,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Derrick Kuloba,1,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Kenyatta University Ladies,Jochebed Cherono,1,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
JKUAT,Wilson Woodrow,1,https://www.kenyahockeyunion.org/joomsport_team/jkuat/
Mombasa Sports Club,Rayson Kipngeno,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club/
USIU – A,Clifford Ian,1,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Western Jaguars,Ivan Ludiali,1,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Moses Muigai,1,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Orlando Ouma,1,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Peter Wachira,1,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Daystar University Men,Koech Felix,1,https://www.kenyahockeyunion.org/joomsport_team/daystar-university-men/
Mombasa Sports Club,Wilson Wechuli,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club/
Blazers Hockey Club,Aurelia Opondo,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Aurelia Omaido,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Charlene Sydney,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Parkroad Badgers,Allenby Nayombe,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
USIU – A,Newton Mwangaza,1,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
UoN Cubs,Samuel Menza,1,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
Kisumu Youngsters,Daniel Lopikasha,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-youngsters/
Kisumu Youngsters,Duncan Kachisa,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-youngsters/
Wazalendo,Rioba Otora,1,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Wazalendo,Austin Mutua,1,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Wazalendo,Brian Aura,1,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Wazalendo,Esbon Ombui,1,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Gorillas,Duncan Ndung’u,1,https://www.kenyahockeyunion.org/joomsport_team/gorillas/
Gorillas,Joseph Mwanzanje,1,https://www.kenyahockeyunion.org/joomsport_team/gorillas/
Gorillas,Juvenalis Ndeta,1,https://www.kenyahockeyunion.org/joomsport_team/gorillas/
Kitale Hockey Club,John Miller,1,https://www.kenyahockeyunion.org/joomsport_team/kitale-hockey-club/
Kenya Police,Kennedy Sakong,1,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Lakers Hockey Club Men,Edmond Lumati,1,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club-men/
Kisumu Queens,Beryl Achieng,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-queens/
Kisumu Queens,Elsa Awuor,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-queens/
UON Ladies,Mitchelle Akoth,1,https://www.kenyahockeyunion.org/joomsport_team/uon-women/
UON Ladies,Noela Kimathi,1,https://www.kenyahockeyunion.org/joomsport_team/uon-women/
Wazalendo Pearls,Gloria Kamene,1,https://www.kenyahockeyunion.org/joomsport_team/ncba-wazalendo-pearls/
Wazalendo Pearls,Patience Walucho,1,https://www.kenyahockeyunion.org/joomsport_team/ncba-wazalendo-pearls/
Wazalendo Pearls,Sally Petra Moraa,1,https://www.kenyahockeyunion.org/joomsport_team/ncba-wazalendo-pearls/
Gorillas,Alfred Akach,1,https://www.kenyahockeyunion.org/joomsport_team/gorillas/
Gorillas,Allan Kiprono,1,https://www.kenyahockeyunion.org/joomsport_team/gorillas/
Gorillas,David Onaka,1,https://www.kenyahockeyunion.org/joomsport_team/gorillas/
Kitale Hockey Club,Laban Kibet,1,https://www.kenyahockeyunion.org/joomsport_team/kitale-hockey-club/
Amira Sailors Hockey Club,Jedida Zawadi,1,https://www.kenyahockeyunion.org/joomsport_team/amira-sailors-hockey-club/
Amira Sailors Hockey Club,Leah Omwandho,1,https://www.kenyahockeyunion.org/joomsport_team/amira-sailors-hockey-club/
Greensharks,Xavier Buluma,1,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Greensharks,Benson Ochieng Maweh,1,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Greensharks,Brian Oweke,1,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Greensharks,Christopher Ngatia Mathenge,1,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Amira Sailors Hockey Club,Caroline Njoki,1,https://www.kenyahockeyunion.org/joomsport_team/amira-sailors-hockey-club/
Parkroad Badgers,David Mwaura,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Parkroad Badgers,Evanson Alulu,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Parkroad Badgers,Evason Alulu,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Kisumu Youngsters,Asher Ochieng,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-youngsters/
Kenya Police,Moses Cheplaiti,1,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Kisumu Queens,Esther Kadenyi,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-queens/
Kisumu Queens,Eunice Anyango,1,https://www.kenyahockeyunion.org/joomsport_team/kisumu-queens/
Parklands Sports Club,Allan Odongo,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Parklands Sports Club,Dan Onyango,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Parklands Sports Club,Eric Odendo,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Parklands Sports Club,Erick Kidwaro,1,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Wazalendo,Isaac Nandukele,1,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
UON Ladies,Clementine Sims,1,https://www.kenyahockeyunion.org/joomsport_team/uon-women/
UON Ladies,Daisy Kerubo,1,https://www.kenyahockeyunion.org/joomsport_team/uon-women/
Amira Sailors Hockey Club,Samantha Odhil,1,https://www.kenyahockeyunion.org/joomsport_team/amira-sailors-hockey-club/
UON Men,Joachim Peter,1,https://www.kenyahockeyunion.org/joomsport_team/uon-men/
Blazers Hockey Club,Alice Wanjiru,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Beverly Akoth,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
UoN Cubs,Davies Cheprot,0,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
Kisii University,Tonny Rogers,0,https://www.kenyahockeyunion.org/joomsport_team/kisii-university/
Mombasa Sports Club,Anthony Onyango,0,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club/
Mombasa West,Nahashon Nalumbi,0,https://www.kenyahockeyunion.org/joomsport_team/mombasa-west/
Mombasa West,Eric Masila,0,https://www.kenyahockeyunion.org/joomsport_team/mombasa-west/
Mombasa West,Brian Musungu,0,https://www.kenyahockeyunion.org/joomsport_team/mombasa-west/
UoN Cubs,Sydney John,0,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
UoN Cubs,Suleiman Simba,0,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
Blazers Hockey Club,Beverlyne Akoth,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Rachel Ousa,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Pauline Ochieng,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Blazers Hockey Club,Miriam Mwangi,0,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
USIU – A Ladies,Harriet Omindi,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Harriet Omondi,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Irene Sendi,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Irene Senoi,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Janeth Velma,0,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Mombasa Sports Club,Pascal Elvis,0,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club/
UoN Cubs,Felix Makori,0,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
Parklands Sports Club – Legacy,Brian Okwach,0,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
Parklands Sports Club – Legacy,Dan Aredha,0,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
Parklands Sports Club – Legacy,David Musyoka,0,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
Parklands Sports Club – Legacy,Jacktone Masibo,0,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
Parklands Sports Club – Legacy,Joel Okumu,0,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
Parklands Sports Club – Legacy,Joseph Owori,0,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
UoN Cubs,Brian Wamalwa,0,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
UoN Cubs,Collins Ojiambo,0,https://www.kenyahockeyunion.org/joomsport_team/uon-cubs/
Kenyatta University Men,Martin Gikonyo,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-men/
Warriors,Max Kapaun,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Maxwell Wakhungu,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Arif Shah,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Barnabas Odhiambo,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Barthelemy Destree,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Beth Test,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Clayson Luvanda Mudoga,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Dave Makori,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Emmanuel Simiyu,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Eugine Sifuna,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Francis Kariuki,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Western Jaguars,Haron Kiprotich,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Alex Talswa,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Brian Anzeze,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Charles Ashiundu,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Collins Odongo,0,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Warriors,Test Owino,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Tony Nyukuri,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Zack Aura,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Zack Aura,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Sikh Union Nairobi,Anup Walmilki,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Warriors,Frank Wanangwe,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Griffins Okombe,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Harrison Mukonyole,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,JohnMark Odera,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Joseph Osino,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Ken Nyongesa,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Kennedy Munialo,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Kennedy Oluoch Okinyi,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Kevin Muli Kitele,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Linus Sang,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Lynus Sang Kipkemboi,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
JKUAT Ladies,Jael Murumba,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Joechebbed Chepkemboi,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Joy Maina,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Kyalo Joy,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Lukuria Jamaica,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Marion Kimemia,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Musyoka Faith,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Mwakatwa Monique,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Valary Cheruto,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
JKUAT Ladies,Veronica Muind,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
Kenyatta University Ladies,Claudia Immo,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Kenyatta University Ladies,Ericah Mutanu,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Warriors,Rana Sohail,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Sayed Arif Ali Shah,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Seth Oburu,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Warriors,Sifuna Eugine Nyaranga,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Sikh Union Nairobi,Kerry Francis,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Kim Webi,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Arjun Gupta,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Arnold Abedie,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Balraj Singh Suri,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Brian George,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Collins Wanjila Lwangu,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Darren Savio Lobo,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Davis Shatimba Wanangwe,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Derick Jabali,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Edgar Juma,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Edgar Juma,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Fidelas Rakwach Okelo,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Francis Esikuri Teka,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Warriors,Nixon Amadi Kidagwa,0,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
JKUAT Ladies,Imaculate Okolla,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
Kenyatta University Ladies,Ivy Mung’ole,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Kenyatta University Ladies,Ivyne Injete,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Kenyatta University Ladies,Julian Malyn,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Kenyatta University Ladies,Loyne Injete,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Kenyatta University Ladies,Marione Wekesa,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Kenyatta University Ladies,Mitchelle Auko,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Kenyatta University Ladies,Sylvia Adhiambo,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Kenyatta University Ladies,Wendy Nyongesa,0,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
JKUAT Ladies,Chemutai Beverlyn,0,https://www.kenyahockeyunion.org/joomsport_team/jkuat-women/
Sliders Hockey Club,Getrude Nandwa,0,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Sikh Union Nairobi,Harvir Singh Ghataurae,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Hosea Walucho Sikhila,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Ian Shama Njoroge,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Job Mark Simiyu,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Joginder Singh,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Sikh Union Nairobi,Johnson Kiplagat,0,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
KCA University,Geoffrey Owino,0,https://www.kenyahockeyunion.org/joomsport_team/kca-university/
